"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Kassymova, G.M.; Tulepova, S.B.; Bekturova, M.B.","Kassymova, Gulnara M. (57215851898); Tulepova, Saule B. (58081046400); Bekturova, Madina B. (58080607100)","57215851898; 58081046400; 58080607100","Perceptions of digital competence in learning and teaching English in the context of online education","2023","Contemporary Educational Technology","15","1","ep396","","","14","10.30935/cedtech/12598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146945732&doi=10.30935%2Fcedtech%2F12598&partnerID=40&md5=6c18ce27f5e5f60eb0161af2fcb0a09b","Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Faculty of Postgraduate Education, Kazakh Ablai khan University of International Relations and World languages, Almaty, Kazakhstan","Kassymova, Gulnara M., Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Tulepova, Saule B., Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Bekturova, Madina B., Faculty of Postgraduate Education, Kazakh Ablai khan University of International Relations and World languages, Almaty, Kazakhstan","Digital competence has become a crucial capability in the learning process, in the working place, and in personal communication. The aim of the article is to explore master students’ perceptions of their digital competence by identifying frequency, expertise, and satisfaction in using information communication technologies (ICT) in their learning process when studying at university and teaching English as a foreign language (EFL) in the context of online education. The sample comprised 49 master students who participated in distant evening classes at a private university in Kazakhstan while working simultaneously as teachers of English in various educational institutions during the day. Master students’ perceptions of digital competence is one of the approaches to reveal the gaps in students’ digital competence development necessary for learning and teaching EFL online. The main research tool for data collection was the online survey allowing the master students to measure their level of digital competence. Evident from the results, the majority of respondents are digitally competent; yet there is a cohort of master students who scored low on ICT skills needed for teaching and admitted the necessity of improvement. Also, according to the findings, the respondents’ frequency, expertise, and satisfaction level by their digital competence needed in the learning is higher than that in teaching. This can also imply that even though the frequency and expertise in using digital technologies for learning contributes to the development of the expertise in using them for conducting their own classes, master students need special training on the use of ICT for pedagogical purposes. © 2023 by authors; licensee CEDTECH by Bastas.","digital competence; EFL; ICT; learning; online; perceptions; teaching","","","","","","","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85146945732"
"Lee, L.; Saydaliev, H.B.; Kadyrov, S.","Lee, Chin (16067888200); Saydaliev, Hayot Berk (57221252482); Kadyrov, Shirali (36844229300)","16067888200; 57221252482; 36844229300","The Asymmetric Effect of Oil Price Fluctuation on Non-performing Loans in Kazakhstan: Evidence from the Ricardian Curse of the Resource Boom","2023","Journal of East-West Business","29","2","","114","137","2","10.1080/10669868.2022.2141940","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142205227&doi=10.1080%2F10669868.2022.2141940&partnerID=40&md5=c76cee53a6e85e969ad7d0be757157d5","School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Institute of Forecasting and Macroeconomic Research, Tashkent, Uzbekistan; Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; Faculty of Engineering, SDU University, Kaskelen, Almaty, Kazakhstan","Lee, Chin, School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Saydaliev, Hayot Berk, Institute of Forecasting and Macroeconomic Research, Tashkent, Uzbekistan, Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; Kadyrov, Shirali, Faculty of Engineering, SDU University, Kaskelen, Almaty, Kazakhstan","This paper investigates the asymmetric impact of oil price fluctuations on non-performing loans (NPLs) between 2009-Q1 and 2020-Q1 for 28 banks in Kazakhstan. Dynamic panel threshold analysis revealed an initial increase of oil prices, improving creditworthiness, thereby reducing NPLs; however, after cross a certain threshold, the relationship was shown to become the opposite. This finding is in line with the Ricardian curse and resource windfall. The results suggest that optimal borrowings and lending should be actively monitored to mitigate potential liquidity problems of banks and consequently NPLs. The practical implications and policy recommendation of which are important to policy makers. © 2022 Taylor & Francis Group, LLC.","Credit worthiness; dynamic panel threshold model; non-performing loans; oil price","banking; credit provision; financial system; hydrocarbon resource; lending behavior; oil trade; policy making; price dynamics; threshold; Kazakhstan","Multimedia University, MMU, (MMU/RMC/GRPROP/IRFUND/2021/62905); Multimedia University, MMU; Commissariat à l'Énergie Atomique et aux Énergies Alternatives, CEA","This work was supported by Multimedia University under Grant number MMU/RMC/GRPROP/IRFUND/2021/62905. Thank you for anonymous participant’s comments on 13th Chinese Economic Association (CEA Europe) and the 32nd CEA UK Annual Conference.","","","","","","Article","Final","","Scopus","2-s2.0-85142205227"
"Sop, S.A.; Kervankıran, İ.","Sop, Serhat Adem (57207256768); Kervankıran, İsmail (57194051594)","57207256768; 57194051594","How does place attachment affect word-of-mouth?: Evidence from a street with emerging cafes","2023","Journal of Leisure Research","54","1","","109","130","11","10.1080/00222216.2022.2096421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136549253&doi=10.1080%2F00222216.2022.2096421&partnerID=40&md5=5b5bcf09d38f0180283375bc3aef7796","Department of Tourism Management, Burdur Mehmet Akif Ersoy Üniversitesi, Burdur, Turkey; Department of Geography, SDU University, Kaskelen, Almaty, Kazakhstan","Sop, Serhat Adem, Department of Tourism Management, Burdur Mehmet Akif Ersoy Üniversitesi, Burdur, Turkey; Kervankıran, İsmail, Department of Geography, SDU University, Kaskelen, Almaty, Kazakhstan","This study aims to reveal the relationship between place attachment, place satisfaction and word-of-mouth communication. The context of the study is a street with emerging cafes in a small city that serves as the most important alternative for locals and visitors to spend their leisure. The data obtained from 443 individuals who participated in the survey were tested through PLS-SEM. The findings indicate that place dependence, place affect, and place social bonding directly influence place satisfaction, which is an important antecedent of word-of-mouth communication. These dimensions of place attachment indirectly affect the word-of-mouth communications of individuals, whereas place identity does not have a direct or indirect effect. Within this context, indirect-only mediation and complementary mediation roles of place satisfaction were discovered. These findings are discussed within the context of the study, and both theoretical and practical contributions are introduced. © 2022 National Recreation and Park Association.","complementary mediation; indirect-only mediation; Leisure and recreation; place satisfaction; PLS-SEM","life satisfaction; recreational activity; recreational facility; theoretical study; tourist behavior","","","","","","","","Article","Final","","Scopus","2-s2.0-85136549253"
"Bogdanchikov, A.; Ayazbayev, D.; Varlamis, I.","Bogdanchikov, Andrey (57216432873); Ayazbayev, Dauren A. (58027694900); Varlamis, Iraklis (6603228762)","57216432873; 58027694900; 6603228762","Classification of Scientific Documents in the Kazakh Language Using Deep Neural Networks and a Fusion of Images and Text","2022","Big Data and Cognitive Computing","6","4","123","","","9","10.3390/bdcc6040123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144598844&doi=10.3390%2Fbdcc6040123&partnerID=40&md5=eb91569d3f9fc33f846b3ddd2cd97aef","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Informatics and Telematics, Harokopio University of Athens, Athens, Attica, Greece","Bogdanchikov, Andrey, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Ayazbayev, Dauren A., Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Varlamis, Iraklis, Department of Informatics and Telematics, Harokopio University of Athens, Athens, Attica, Greece","The rapid development of natural language processing and deep learning techniques has boosted the performance of related algorithms in several linguistic and text mining tasks. Consequently, applications such as opinion mining, fake news detection or document classification that assign documents to predefined categories have significantly benefited from pre-trained language models, word or sentence embeddings, linguistic corpora, knowledge graphs and other resources that are in abundance for the more popular languages (e.g., English, Chinese, etc.). Less represented languages, such as the Kazakh language, balkan languages, etc., still lack the necessary linguistic resources and thus the performance of the respective methods is still low. In this work, we develop a model that classifies scientific papers written in the Kazakh language using both text and image information and demonstrate that this fusion of information can be beneficial for cases of languages that have limited resources for machine learning models’ training. With this fusion, we improve the classification accuracy by 4.4499% compared to the models that use only text or only image information. The successful use of the proposed method in scientific documents’ classification paves the way for more complex classification models and more application in other domains such as news classification, sentiment analysis, etc., in the Kazakh language. © 2022 by the authors.","convolutional neural network; document classification; word embedding","Classification (of information); Convolutional neural networks; Deep neural networks; Image enhancement; Information use; Sentiment analysis; Convolutional neural network; Document Classification; Embeddings; Image information; Language processing; Learning techniques; Natural languages; Performance; Scientific documents; Word embedding","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85144598844"
"Tas, M.; Saydaliev, H.B.; Kadyrov, S.","Tas, Mehmet (57397878300); Saydaliev, Hayot Berk (57221252482); Kadyrov, Shirali (36844229300)","57397878300; 57221252482; 36844229300","Impact of collaborative, entrepreneurship education on the financial risk taken by university students","2022","Industry and Higher Education","36","5","","595","603","7","10.1177/09504222211068294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122286973&doi=10.1177%2F09504222211068294&partnerID=40&md5=b6aff84f73aff557b032d289890a3d6e","SDU University, Kaskelen, Almaty, Kazakhstan","Tas, Mehmet, SDU University, Kaskelen, Almaty, Kazakhstan; Saydaliev, Hayot Berk, SDU University, Kaskelen, Almaty, Kazakhstan; Kadyrov, Shirali, SDU University, Kaskelen, Almaty, Kazakhstan","Based on the definition of entrepreneurship, entrepreneurs can be considered as risk-takers. The literature contains conflicting theories as to whether risk-taking can be influenced by external factors. The current paper investigates the effect of entrepreneurship education and collaborative environment on financial risk-taking behavior among university-age young people. To this end, an online survey was conducted involving 510 participants and various statistical tests were utilized to test the research hypothesis. To measure financial risk-taking propensity, the Choice Dilemma Questionnaire methodology was implemented. The results of the analysis reveal that both the level of entrepreneurship education and a collaborative environment increase financial risk-taking. Moreover, multiple linear regression methodology was used to capture the significant factors that influence financial risk-taking when investing alone and investing in a collaborative environment. As a policy recommendation, the authors suggest that an entrepreneurship training curriculum should be developed that incorporates the various activities and elements of a collaborative environment. © The Author(s) 2022.","collaborative environment; entrepreneurship education; Higher education; risk-taking behavior","","","","","","","","","Article","Final","","Scopus","2-s2.0-85122286973"
"Kozhakhmet, S.; Nurgabdeshov, A.","Kozhakhmet, Sanat (57193951441); Nurgabdeshov, Assylbek (57196478162)","57193951441; 57196478162","Knowledge acquisition of Chinese expatriates: managing Chinese MNEs in Kazakhstan","2022","Journal of International Management","28","2","100919","","","16","10.1016/j.intman.2021.100919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120991906&doi=10.1016%2Fj.intman.2021.100919&partnerID=40&md5=f2eeaf571372b1dc17f0a0e7a860aa7b","School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Edinburgh Business School, Heriot-Watt University, Edinburgh, Scotland, United Kingdom","Kozhakhmet, Sanat, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Nurgabdeshov, Assylbek, Edinburgh Business School, Heriot-Watt University, Edinburgh, Scotland, United Kingdom","This article advances understanding of the interplay between cultural intelligence of Chinese expatriates managing Chinese multinational enterprises in Kazakhstan and the level of knowledge acquisition from local employees. Drawing on rich quantitative data, and framed by Kolb's Experiential Learning Theory, Sternberg's Theory of Successful Intelligence and Bandura's Social Learning Theory, the article advances knowledge of the relationship between cultural intelligence, innovativeness and knowledge acquisition. The article also draws particular attention to the moderated mediation model of the research and contributes to the literature by enhancing our understanding of Chinese expatriates' knowledge acquisition from local employees by viewing interpersonal skills as a moderating factor. © 2021","Cultural intelligence; Innovativeness; Interpersonal skills; Knowledge acquisition; Moderated mediation model","","University of Aberdeen, ABDN","We wish to express our grateful acknowledgement to Associate Professor Smitha Nair (Amrita School of Business), Professor Mehmet Demirbag (University of Essex) and Professor Zaheer Khan (University of Aberdeen) for their help and valuable suggestions.","","","","","","Article","Final","","Scopus","2-s2.0-85120991906"
"Slyamkhan, M.; Ganeeva, A.; Dorel, L.","Slyamkhan, Meiirbek (57797646500); Ganeeva, Aigul R. (56052193900); Dorel, Lea (57798334800)","57797646500; 56052193900; 57798334800","Interrelation of levels of mathematical literacy in conditions of distance learning","2022","World Journal on Educational Technology: Current Issues","14","3","","757","767","2","10.18844/wjet.v14i3.7212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134034174&doi=10.18844%2Fwjet.v14i3.7212&partnerID=40&md5=a6a9d56f8fa8496e719e27500fd5d7cc","Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematics and Applied Informatics, Kazan Federal University, Kazan, Tatarstan Republic, Russian Federation; Department of Mathematics, Beit Berl Academic College, Beit Berl, Israel","Slyamkhan, Meiirbek, Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Ganeeva, Aigul R., Department of Mathematics and Applied Informatics, Kazan Federal University, Kazan, Tatarstan Republic, Russian Federation; Dorel, Lea, Department of Mathematics, Beit Berl Academic College, Beit Berl, Israel","Mathematical literacy and knowledge play a significant role in the formation of competencies. The purpose of the study is to determine the levels of mathematical literacy and their dependence on the type of thinking and the level of creative abilities in a distance learning environment. The research objectives are as follows: Assess thinking (by type) and creativity; assess mathematical literacy; and determine the relationship between the level of mathematical literacy and thinking/creativity indicators. In line with this, it was established that the ratio of the spread in the values of the dependence of mathematical literacy on the basic forms of thinking (objective, symbolic, sign) is high. In practice, the study findings can become a starting point for further research in the field of critical thinking or may be applied during the development of mathematics training courses for students. © 2022 Birlesik Dunya Yenilik Arastirma ve Yayincilik Merkezi. All rights reserved.","Correlation analysis; Creativity; Mathematical literacy; Regression analysis; School; Thinking skills","","Kazan Federal University","Aigul Ganeeva has been supported by the Kazan Federal University Strategic Academic Leadership Program.","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85134034174"
"Saydaliev, H.B.; Kadyrov, S.; Lee, L.","Saydaliev, Hayot Berk (57221252482); Kadyrov, Shirali (36844229300); Lee, Chin (16067888200)","57221252482; 36844229300; 16067888200","Attitudes Toward Vaccination and Its Impact on Economy","2022","International Journal of Economics and Management","16","SpecialIssue1","","131","142","1","10.47836/IJEAMSI.16.1.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143817606&doi=10.47836%2FIJEAMSI.16.1.009&partnerID=40&md5=54879a1a22d7c45a4d78f635cc42536c","Institute of Forecasting and Macroeconomic Research, Tashkent, Uzbekistan; Tashkent State University of Economics, Tashkent, Uzbekistan; Faculty of Engineering, SDU University, Kaskelen, Almaty, Kazakhstan; School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia","Saydaliev, Hayot Berk, Institute of Forecasting and Macroeconomic Research, Tashkent, Uzbekistan, Tashkent State University of Economics, Tashkent, Uzbekistan; Kadyrov, Shirali, Faculty of Engineering, SDU University, Kaskelen, Almaty, Kazakhstan; Lee, Chin, School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia","Rapid rollouts of the vaccine are imperative for economic recovery; however, vaccine hesitancy could draw out not only the pandemic but also social distancing and lockdown requirements. The main purpose of this paper is to empirically investigate whether the vaccination rate affects government budget constraints as well as whether vaccine hesitancy matters in controlling the dynamics of the Covid-19 epidemic in Uzbekistan. We integrated a Susceptible-Exposed-Infectious-Removed (SEIR) epidemic model with a macroeconomic model to explore the impact of the vaccination. Our results show that vaccine hesitancy substantially influences excess COVID-19-related deaths, such that governments that are able to sustain quick vaccine rollout rates would have a 20-times lower excess death rate. A slow-paced vaccine rollout has compounded effects over time, producing much heavier consequences for the population than a rapid rollout rate. In Uzbekistan, a counterfactual exercise that intensified vaccine hesitancy between April and November 2021 likely increased the death toll by approximately thousand deaths. Therefore, the policy gains of accelerating the vaccination rate are significant, given that it would minimize both cumulative mortality and the risk of new virus variants while achieving herd immunity. Concurrently, efforts to mitigate hesitancy are crucial, particularly if the percentage of the population that is against the vaccination is greater than the percentage needed for herd immunity. To this end, our empirical study helps shed light on the challenging dynamics between health and the economy during the pandemic as well as the mechanisms through which these effects take place. JEL Classification: I15, I18, D58, E17 © International Journal of Economics and Management. ISSN 1823-836X. e-ISSN 2600-9390.","Dynamical systems; Nonlinear epidemic model; Pandemic; Vaccination; Vaccine hesitancy","","Ministry of Education and Science of the Republic of Kazakhstan","First and second author acknowledge the support by a grant from the Ministry of Education and Science of the Republic of Kazakhstan within the framework of the Project AP08051987-Irregular sets in Dynamical Systems”.","","","","","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85143817606"
"Tleubayev, A.; Bobojonov, I.; Gagalyuk, T.; Glauben, T.","Tleubayev, Alisher (57218958016); Bobojonov, Ihtiyor (26323550900); Gagalyuk, Taras V. (35117765300); Glauben, Thomas (57203537824)","57218958016; 26323550900; 35117765300; 57203537824","Business group affiliation and financial performance in the agricultural sector of transition economies: The case of Russian agroholdings*","2022","Journal of East European Management Studies","27","2","","280","310","2","10.5771/0949-6181-2022-2-280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135568359&doi=10.5771%2F0949-6181-2022-2-280&partnerID=40&md5=9bb55eed914283c46bfe4877bd3dac5d","Department of Agricultural Markets, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Structural Development of Farms and Rural Areas, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany","Tleubayev, Alisher, Department of Agricultural Markets, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Bobojonov, Ihtiyor, Department of Agricultural Markets, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany; Gagalyuk, Taras V., Department of Structural Development of Farms and Rural Areas, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany; Glauben, Thomas, Department of Agricultural Markets, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany","The Russian agri-food sector illustrated remarkable progress over the last decade. Still, the Russian government is striving to boost production even further and has set a number of goals for the industry for the coming years. Agroholdings are believed to be the main engine not only behind the success of the industry in recent years, but they are also expected to play a key role in moving the sector towards the set targets. In spite of their increasing role, the literature on agroholdings is still in its infancy and it fails to provide a clear answer on whether they represent a more efficient form of agri-food production. To fill this gap in the literature, we utilise a manually collected panel data set of 203 corporate Russian agri-food enterprises for the years between 2012 and 2017 and provide new empirical evidence on the effects of agroholding affiliation on firms’ financial performance, measured in terms of returns on assets and sales. The results of the random effects model indicate a significant positive impact of agroholding affiliation on financial performance. Further analysis reveals that this positive effect might be attributed to agroholding affiliates’ better access to capital, efficient management and stimulating executive compensation systems. The paper provides empirical recommendations for policy makers and corporate executives involved in the Russian agri-food industry. © 2022, Nomos Verlagsgesellschaft mbH und Co. All rights reserved.","agriculture; agroholdings; financial performance; resource dependence theory; Russia","","","","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85135568359"
"Choban, U.; Hashim, N.A.","Choban, Ugur (57817419800); Hashim, Noor Azuan (35198076800)","57817419800; 35198076800","Social Networks and Entrepreneurships - Does Personal Networks Matters?; Jaringan Sosial dan Keusahawanan - Perlukah Jaringan Peribadi?","2022","Jurnal Pengurusan","64","","","","","2","10.17576/pengurusan-2022-64-07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134796091&doi=10.17576%2Fpengurusan-2022-64-07&partnerID=40&md5=e2f7da9f6dcdec84ae3b6c8489c957e1","SDU University, Kaskelen, Almaty, Kazakhstan; Faculty of Economy and Management, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia","Choban, Ugur, SDU University, Kaskelen, Almaty, Kazakhstan; Hashim, Noor Azuan, Faculty of Economy and Management, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia","Institutional and social network are several major research traditions in the business and management areas. This paper examines the role of owner/managers' social network on entrepreneurship initiatives and the underlying socio-cultural factors promoting or impeding SME development in Kazakhstan. A semi-structured interviews were carried-out with thirteen SME owners/managers in Almaty Kazakhstan. It is found that personal networks in general social networks have significant implications on a variety of entrepreneurial activities. SMEs still need to utilize their personal social networks to substitute for formal institutions. Normative institutional elements such as legal and moral are still major factors driving entrepreneurial activities but still lagging behind regulative and cognitive institutional transformation. Business ties and networking ability may mitigate the necessity for external financing. One of the major implication in this study is the need for SME owners/managers to build personal networks and to keep and maintain this network with their peers as well as the government not only for extra information but even for the sustainability of their business. To do this, SME owners/managers need to be regularly in contact with their peers and government officials, offering helps when needed, collaborate on projects, share their goals, get connected on social media and also joining networking events. © 2022 Penerbit Universiti Kebangsaan Malaysia. All rights reserved.","business ties; entrepreneurship; institutions; medium enterprises; small; Social networks","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85134796091"
"Zagidullin, M.; Aziz, N.; Kozhakhmet, S.","Zagidullin, Marat (57194848130); Aziz, Nergis (42860945000); Kozhakhmet, Sanat (57193951441)","57194848130; 42860945000; 57193951441","Government policies and attitudes to social media use among users in Turkey: The role of awareness of policies, political involvement, online trust, and party identification","2021","Technology in Society","67","","101708","","","30","10.1016/j.techsoc.2021.101708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113404659&doi=10.1016%2Fj.techsoc.2021.101708&partnerID=40&md5=82000af71d0b1f2691956f2f250bfa7b","School of Psychology and Clinical Language Sciences, University of Reading Malaysia, Iskandar Puteri, Johor, Malaysia; School of Business and Economics, Westminster International University in Tashkent, Tashkent, Uzbekistan; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","Zagidullin, Marat, School of Psychology and Clinical Language Sciences, University of Reading Malaysia, Iskandar Puteri, Johor, Malaysia; Aziz, Nergis, School of Business and Economics, Westminster International University in Tashkent, Tashkent, Uzbekistan; Kozhakhmet, Sanat, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","Few research studies have examined the impact of government policies toward social media on individuals’ attitudes to social media use, particularly when these policies aim to denounce and control social media platforms, as was the case in Turkey in 2013–2016. A conceptual model, based on the Theory of Planned Behavior (Ajzen, 2005) [1], was proposed to investigate the mediating role of awareness of government policies, degree of political involvement, online trust, and the moderating role of party identification in predicting the attitudes to social media use. Data were collected through a survey of 653 social media users in Istanbul, Turkey (mean age = 31.76, SD = 10.96; 40 % women, 83 % Turkish ethnicity) in September 2015. Using PLS-SEM modelling, the awareness of government policies, the degree of political involvement, and the online trust were found to partially mediate the relationship between the frequency of social media use and the attitudes to social media use for the users of Twitter, YouTube, and Instagram, while the moderating role of party identification was not significant in this model. The results provide additional support for the role of social context and past behaviors in predicting the attitudes and future intentions in the use of digital communication technologies. © 2021 Elsevier Ltd","Attitudes to social media use; Government policy; Online trust; Political involvement; Theory of Planned Behavior; Turkey","Digital communication systems; Social networking (online); Conceptual model; Digital communications; Istanbul , Turkey; Mediating roles; Research studies; Social context; Social media platforms; Theory of Planned Behavior; Public policy; Internet; party politics; policy approach; political relations; public attitude; social media; Istanbul [Turkey]; Turkey; Meleagris gallopavo","","","","","","","","Article","Final","","Scopus","2-s2.0-85113404659"
"Kanabekova, A.; Andybayeva, G.; Tulegenova, R.; Aimagambetova, A.","Kanabekova, Alida (57615333100); Andybayeva, Gulsagat T. (57193270109); Tulegenova, Roza Abilovna (56241148700); Aimagambetova, Aida D. (56896044100)","57615333100; 57193270109; 56241148700; 56896044100","Analysis of Biological Assets in Agriculture","2021","Journal of Environmental Management and Tourism","12","5","","1371","1385","0","10.14505/jemt.v11.5(53).21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128704978&doi=10.14505%2Fjemt.v11.5%2853%29.21&partnerID=40&md5=595a72f956ea46d3b0455209dd709f7b","Narxoz University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Korkyt Ata Kyzylorda State University, Kyzylorda, Kyzylorda, Kazakhstan","Kanabekova, Alida, Narxoz University, Almaty, Kazakhstan; Andybayeva, Gulsagat T., Narxoz University, Almaty, Kazakhstan; Tulegenova, Roza Abilovna, SDU University, Kaskelen, Almaty, Kazakhstan; Aimagambetova, Aida D., Korkyt Ata Kyzylorda State University, Kyzylorda, Kyzylorda, Kazakhstan","Despite the contribution of scientists to the development of the theory and practice of accounting in agricultural organizati ons on accounting and valuation of biological assets, it is not fully disclosed, which is associated with insufficient theoretical and methodological development of the problems of financial, tax and management accounting of biological assets and their assessment at fair value. The author determined the predicted values of the development of biological assets in agriculture in 2021 with the help of gross output, provided that the observed trend in the development of the factors included in the model-based correlation-regression analysis is maintained. Conclusions and recommendations for further accounting of biological assets in agriculture of the Republic of Kazakhstan are substantiated. © 2021 by ASERS® Publishing. All rights reserved.","agribusiness; agricultural production; agricultural products; agriculture; agro-industrial complex (AIC) agrarian economy; animal husbandry; business process; management; plant growing","","","","","","","","","Article","Final","","Scopus","2-s2.0-85128704978"
"Chingiz, C.; Buribayev, Z.; Amirgaliyev, Y.; Ataniyazova, A.; Aitimov, A.","Chingiz, Kenshimov (57170816600); Buribayev, Zholdas A. (57204640972); Amirgaliyev, Yedilkhan Nesipkhanovich (56167524400); Ataniyazova, Aisulyu S. (57298357700); Aitimov, Askhat (57207766577)","57170816600; 57204640972; 56167524400; 57298357700; 57207766577","SIGN LANGUAGE DACTYL RECOGNITION BASED ON MACHINE LEARNING ALGORITHMS","2021","Eastern-European Journal of Enterprise Technologies","4","2-112","","58","72","12","10.15587/1729-4061.2021.239253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117223595&doi=10.15587%2F1729-4061.2021.239253&partnerID=40&md5=22e891fea187996088d3d45f8da5f90c","Institute of Information and Computational Technologies, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Department of Computer Science, Al Farabi Kazakh National University, Almaty, Kazakhstan","Chingiz, Kenshimov, Institute of Information and Computational Technologies, Almaty, Kazakhstan; Buribayev, Zholdas A., Department of Computer Science, Al Farabi Kazakh National University, Almaty, Kazakhstan; Amirgaliyev, Yedilkhan Nesipkhanovich, SDU University, Kaskelen, Almaty, Kazakhstan; Ataniyazova, Aisulyu S., Department of Computer Science, Al Farabi Kazakh National University, Almaty, Kazakhstan; Aitimov, Askhat, SDU University, Kaskelen, Almaty, Kazakhstan","In the course of our research work, the American, Russian and Turkish sign languages were analyzed. The program of recognition of the Kazakh dactylic sign language with the use of machine learning methods is implemented. A dataset of 5000 images was formed for each gesture, gesture recognition algorithms were applied, such as Random Forest, Support Vector Machine, Extreme Gradient Boosting, while two data types were combined into one database, which caused a change in the architecture of the system as a whole. The quality of the algorithms was also evaluated. The research work was carried out due to the fact that scientific work in the field of developing a system for recognizing the Kazakh language of sign dactyls is currently insufficient for a complete representation of the language. There are specific letters in the Kazakh language, because of the peculiarities of the spelling of the language, problems arise when developing recognition systems for the Kazakh sign language. The results of the work showed that the Support Vector Machine and Extreme Gradient Boosting algorithms are superior in real-time performance, but the Random Forest algorithm has high recognition accuracy. As a result, the accuracy of the classification algorithms was 98.86 % for Random Forest, 98.68 % for Support Vector Machine and 98.54 % for Extreme Gradient Boosting. Also, the evaluation of the quality of the work of classical algorithms has high indicators. The practical significance of this work lies in the fact that scientific research in the field of gesture recognition with the updated alphabet of the Kazakh language has not yet been conducted and the results of this work can be used by other researchers to conduct further research related to the recognition of the Kazakh dactyl sign language, as well as by researchers, engaged in the development of the international sign language © 2021. All Rights Reserved.","algorithm evaluation; feature extraction; Gesture recognition; hand tracking; sign language","","Ministry of Education and Science of the Republic of Kazakhstan, (AP08053034)","This research is funded by grant from the Science Committee of the Ministry of Education and Science of the Republic of Kazakhstan within the framework of the Project № AP08053034.","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85117223595"
