"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Maretbayeva, M.; Salkynbay, A.; Sorokina, O.; Kabush, T.; Kassymova, D.; Nurakhunova, G.","Maretbayeva, Marina Abylzhanovna (57220006819); Salkynbay, Anarkul Bekmyrzakyzy (57194275048); Sorokina, Olga (59725594700); Kabush, Tatyana (59725289900); Kassymova, Dilnara (60084970400); Nurakhunova, Guncham (60085279500)","57220006819; 57194275048; 59725594700; 59725289900; 60084970400; 60085279500","Motivational Mechanisms and Semantic Structures of Polysemous Nominal Nouns in the Kazakh Language","2025","Forum for Linguistic Studies","7","7","","470","486","0","10.30564/fls.v7i7.10199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015094851&doi=10.30564%2Ffls.v7i7.10199&partnerID=40&md5=2b5080c413e42f82f1ba43920bc8ecb7","Languages Development Center, Karaganda Medical University, Karaganda, Karaganda, Kazakhstan; Department of Linguistics, Al Farabi Kazakh National University, Almaty, Kazakhstan; Center for Multidisciplinary Education, SDU University, Kaskelen, Almaty, Kazakhstan","Maretbayeva, Marina Abylzhanovna, Languages Development Center, Karaganda Medical University, Karaganda, Karaganda, Kazakhstan; Salkynbay, Anarkul Bekmyrzakyzy, Department of Linguistics, Al Farabi Kazakh National University, Almaty, Kazakhstan; Sorokina, Olga, Languages Development Center, Karaganda Medical University, Karaganda, Karaganda, Kazakhstan; Kabush, Tatyana, Languages Development Center, Karaganda Medical University, Karaganda, Karaganda, Kazakhstan; Kassymova, Dilnara, Center for Multidisciplinary Education, SDU University, Kaskelen, Almaty, Kazakhstan; Nurakhunova, Guncham, Center for Multidisciplinary Education, SDU University, Kaskelen, Almaty, Kazakhstan","This study explores the polysemous nature of nominal nouns in the Kazakh language through an in-depth examination of their semantic structure and motivational mechanisms. By focusing on both primary and secondary meanings of lexemes, the research classifies polysemy into several distinct types - namely, derived, figurative, dialectal, and terminological - based on linguistic, ethnolinguistic, and cultural factors. While polysemy is a cross-linguistic phenomenon, its nationally specific characteristics and culturally embedded motivations in Kazakh offer a unique perspective for cognitive-semantic interpretation. The paper applies a combination of componential, etymological, and ethnolinguistic analyses to examine how lexical meanings evolve from core referents to metaphorical and context-dependent interpretations. Findings reveal that Kazakh polysemous nouns are shaped by formal, functional, material, spatial, and associative motivations. Furthermore, motivational chains exhibit varying levels of complexity: simple, parallel, sequential, and parallel-sequential models are observed across examples. The study provides a typology of semantic shifts, highlighting intricate relationships among lexical meanings from both diachronic and synchronic perspectives. Ultimately, the research demonstrates that polysemy in Kazakh is not merely a linguistic phenomenon but also a cognitive and cultural one, deeply embedded in the worldview and lived experience of its speakers. These findings contribute to a more nuanced understanding of semantic derivation and nomination theory within Turkic linguistics. © 2025 by the author(s).","Kazakh Language; Motivations; Nominal Noun; Polysemy; Secondary Meanings; Semantic Structures","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105015094851"
"Kamalova, A.","Kamalova, Alina (58640069400)","58640069400","Speak Kazakh: Language Ideologies in Kazakhstan's Social media in Times of Russian–Ukrainian War","2025","Journal of Sociolinguistics","29","3","","182","193","3","10.1111/josl.12699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000299656&doi=10.1111%2Fjosl.12699&partnerID=40&md5=9a73b519855914242b23e85c0e28292c","Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","Kamalova, Alina, Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","This article examines the construction of language ideologies on social media in the context of the use of Kazakh and Russian languages in Kazakhstan following the Russian invasion of Ukraine. Through the analysis of Instagram and YouTube posts and comments from popular Kazakhstani bloggers and opinion-makers, which were selected for the heated online debates they generated, this study explores how the choice of speaking Russian or ‘shala-Kazakh’ (a mixed form of Russian and Kazakh) is perceived in relation to the national identity of individuals in Kazakhstan. The analysis of social media content reveals the dominance of ideologies centred around notions of linguistic purity, national authenticity and decolonizing anti-Russianness. Utilizing Agha's theory of enregisterment and drawing on Irvine and Gal's concept of language ideologies, this research investigates the impact of social changes on language ideologies. It also explores how language regulation and mocking practices on social media serve as significant mechanisms for the circulation and maintenance of these ideologies and broader linguistic and social hierarchies. © 2025 The Author(s). Journal of Sociolinguistics published by John Wiley & Sons Ltd.","Kazakh; language ideologies; Russian; social media; орыс тілі; тіл идеологиялары; әлеуметтік желілер","","","","","","","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-86000299656"
"Yurtseven, M.; Çinar, F.; Akbay, Y.E.; Tekin, A.","Yurtseven, Muhammet (58486976300); Çinar, Fatih (57225804566); Akbay, Yunus Emre (59750878000); Tekin, Alaeddin (57207767622)","58486976300; 57225804566; 59750878000; 57207767622","The Qurʾān Teaching Activities of Jaʿfarī Communities in Türkiye: An Analysis from the Perspective of Instructors","2025","Religions","16","4","424","","","0","10.3390/rel16040424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003457960&doi=10.3390%2Frel16040424&partnerID=40&md5=b39dbd6e5c99eaaf3bf4f19b2b4095c2","Faculty of Theology, SDU University, Kaskelen, Almaty, Kazakhstan; Faculty of Education, SDU University, Kaskelen, Almaty, Kazakhstan; Department of History, Social Sciences University of Ankara, Altindag, Ankara, Turkey","Yurtseven, Muhammet, Faculty of Theology, SDU University, Kaskelen, Almaty, Kazakhstan; Çinar, Fatih, Faculty of Education, SDU University, Kaskelen, Almaty, Kazakhstan; Akbay, Yunus Emre, Faculty of Theology, SDU University, Kaskelen, Almaty, Kazakhstan; Tekin, Alaeddin, Department of History, Social Sciences University of Ankara, Altindag, Ankara, Turkey","The objective of this paper is to ascertain the manner in which the Qurʾān teaching activities are conducted in Jaʿfarī communities that are part of the multicultural structure of Türkiye. The methodological approach of this study is a case study design. This study’s sample consists of nine instructors who voluntarily work in Qurʾān teaching centres for Jaʿfarī communities. Criterion sampling and maximum diversity were employed in the selection of the participants. The data were collected using a semi-structured interview form. The collected data were subjected to a descriptive analysis. This study’s findings are as follows: firstly, the importance of early childhood education in the transmission of the Qurʾān among the Jaʿfarīs is evident. Secondly, the basis of this teaching is the Alif-Baa Juz education. Thirdly, mosques, association centres and neighbourhood houses play an important role in this teaching activity. Finally, according to Qurʾān instructors, traditionally the mosques were the primary centres for Qurʾān education; however, this has been lost especially after the pandemic. In addition to having the knowledge and competency of the recitation of the Qurʾān, the instructors who are supposed to work in these places are required to behave in accordance with Islamic morality. Over the recent times, families have started to prioritise their children’s academic success over religious education. Lastly, Jaʿfarīs do not have any safety concerns pertaining to the state while carrying out religious education activities. The findings, in general, reveal that Jaʿfarīs have similarities with the traditional teaching of Qurʾān in terms of method, content, materials and to some extent instructor competence, etc. The results of this paper are significant in terms of providing a concrete indicator of the pluralistic understanding that Türkiye advocates in religious education policies and in understanding the religious education practices of Jaʿfarī communities. © 2025 by the authors.","case study; descriptive analysis; Jaʿfarīs of Türkiye; religious education; teaching the holy Qurʾān","","Süleyman Demirel Üniversitesi, SDÜ, (SBG-2024-9377); Süleyman Demirel Üniversitesi, SDÜ","Funding text 1: This research was funded by [Suleyman Demirel University] grant number [BAP: SBG-2024-9377]. And The APC was funded by Suleyman Demirel University.; Funding text 2: This study was prepared with the support of the BAP project, numbered SBG-2024-9377, supported by the Suleyman Demirel University BAP Coordination unit and financed within the scope of this project. In addition, this study is an expanded version of the paper presented at the \u201CInternational Symposium on Islam and Civilization in the Caucasus I\u201D organised by Kafkas University in Kars on 10\u201311 October 2024.","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105003457960"
"Koblandina, K.; Yessenova, K.; Koblanova, A.; Kassenov, Y.; Nurzhanova, A.","Koblandina, Karlygash (59739953300); Yessenova, Kalbike (57205544077); Koblanova, Aiman (57205147472); Kassenov, Yerlan (57191748935); Nurzhanova, Aisulu (57192643760)","59739953300; 57205544077; 57205147472; 57191748935; 57192643760","Navigating the world of euphemisms Comparative analysis of periphrasis in modern media","2025","European Journal of Language Policy","17","1","","119","139","0","10.3828/ejlp.2025.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002779431&doi=10.3828%2Fejlp.2025.7&partnerID=40&md5=581947aaeb83894c5ad51eb749fa6902","Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Koblandina, Karlygash, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Yessenova, Kalbike, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Koblanova, Aiman, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Kassenov, Yerlan, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Nurzhanova, Aisulu, SDU University, Kaskelen, Almaty, Kazakhstan","The aim of this study was to determine the key features of periphrasis use (semantics, structure, grammatical combinability, stylistic functions) on the example of Kazakh, British and Spanish mass media. The following methods were used in the study: comparative, lexical-semantic, stylistic, analytical-synthetic, contextual, graphic. It was found out that the main semantic groups of periphrasis are the following: names of cultural and political figures, cultural and historical events, geographical objects, communities, terminological units and metaphorical constructions. The euphemistic periphrasis used in Kazakhstani mass media were divided into semantic groups: names of diseases, terminological concepts, names of social groups and designation of participants of military actions and protests. In the British press, euphemistic periphrasis is included in the following semantic groups: names of negative social phenomena, names of specific individuals and social groups, names of military actions and designation of diseases. Euphemistic periphrasis in the Spanish press denote negative socio-political phenomena, military actions and terminological units. In Kazakhstani newspapers, euphemistic periphrasis was used to soften information and demonstrate tolerance, in British newspapers to increase the emotional-expressive impact on the reader and soften information, and in Spanish newspapers to increase the level of imagery and soften information. This study can be used to create new technical tools for semantic analysis of texts, for comparative study of strategies for introducing periphrasis into media contexts and for the study of euphemisms in international communication. © Liverpool University Press.","media discourse; press; semantic groups; softening of information; stylistic function","","","","","","","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105002779431"
"Tajik, M.A.; Namyssova, G.; Shamatov, D.; Manan, S.A.; Zhunussova, G.; Antwi, S.K.","Tajik, Mir Afzal (57205136695); Namyssova, Gulnara (57934893900); Shamatov, Düishön Alievich (16032366900); Manan, Syed Abdul (57194007233); Zhunussova, Gulnissa D. (57223031530); Antwi, Seth Kwadwo (58237276200)","57205136695; 57934893900; 16032366900; 57194007233; 57223031530; 58237276200","Navigating the potentials and barriers to EMI in the post-Soviet region: insights from Kazakhstani university students and instructors","2025","International Journal of Multilingualism","22","2","","990","1010","13","10.1080/14790718.2023.2265428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173765945&doi=10.1080%2F14790718.2023.2265428&partnerID=40&md5=f89b0bddfc97f5ebf391fb914858d5cb","Nazarbayev University Graduate School of Education, Astana, Kazakhstan; Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan","Tajik, Mir Afzal, Nazarbayev University Graduate School of Education, Astana, Kazakhstan; Namyssova, Gulnara, Nazarbayev University Graduate School of Education, Astana, Kazakhstan; Shamatov, Düishön Alievich, Nazarbayev University Graduate School of Education, Astana, Kazakhstan; Manan, Syed Abdul, Nazarbayev University Graduate School of Education, Astana, Kazakhstan; Zhunussova, Gulnissa D., Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Antwi, Seth Kwadwo, Nazarbayev University Graduate School of Education, Astana, Kazakhstan","Kazakhstan has made remarkable strides forward in internationalisation of its higher education by adopting a trilingual education policy, joining the Bologna Process, cooperation with foreign universities, and academic mobility. As a result, there has been a dramatic increase in the number of English medium instruction (EMI) programmes offered by Kazakhstani universities. However, despite the growing popularity of EMI, there is very little empirical evidence on how EMI is received in Kazakhstan. Using a qualitative research design, this study investigated graduate students’ and instructors’ perceptions and experiences of EMI in three purposefully selected universities in Kazakhstan. The data collected through semi-structured interviews revealed that EMI, in general, is seen as a prestige and high social status, a passport that facilitates entry to universities and job markets around the globe, and a pedagogical tool. However, the data also explored that EMI is a factor that creates inequalities and hardships, causing stress and anxiety in students. There are also concerns over the way the EMI policy is implemented on the ground, indicating a gap between policy aspirations and implementation that can be witnessed in many other countries around the world. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","English medium instruction (EMI); Kazakhstan; medium of instruction (MOI); multilingual graduate students; Perceptions; trilingual education policy","","Nazarbayev University, NU, (021220CRP1322); Nazarbayev University, NU","This study was funded by Nazarbayev University Collaborative Research Program (Grant # 021220CRP1322, \u201CGraduate students\u201D struggles with academic reading and writing in English-medium universities in Kazakhstan). The authors greatly appreciate the valuable contributions made by all research participants from the selected universities, the anonymous peer reviewers for their insightful comments, and our team members (Drs Uli Schamiloglu, Adina-Camelia Arvatu, and Maganat Shegebayev) who are part of the larger project. We also thank our research assistant, Lyudmila Fillipova, who assisted in data collection and translation.","","","","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85173765945"
"Mirzoyeva, L.Y.; Zhumabekova, A.K.; Dosmakhanova, R.A.; Azhiev, K.O.","Mirzoyeva, Leila Yu (57103759100); Zhumabekova, Aigul Kazkenovna (56713044300); Dosmakhanova, Raikul A. (59446312000); Azhiev, Kanat O. (59445837700)","57103759100; 56713044300; 59446312000; 59445837700","Russian Language and Culture in Indirect Translation from English into Kazakh; Роль русского языка и культуры в опосредованном переводе с английского языка на казахский","2025","RUDN Journal of Language Studies, Semiotics and Semantics","16","3","","945","961","0","10.22363/2313-2299-2025-16-3-945-961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025016327&doi=10.22363%2F2313-2299-2025-16-3-945-961&partnerID=40&md5=1d5b91fd10e630bccd332da7de5ad918","SDU University, Kaskelen, Almaty, Kazakhstan; Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Almaty University of Power Engineering and Telecommunications, Almaty, Almaty Province, Kazakhstan","Mirzoyeva, Leila Yu, SDU University, Kaskelen, Almaty, Kazakhstan; Zhumabekova, Aigul Kazkenovna, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Dosmakhanova, Raikul A., Almaty University of Power Engineering and Telecommunications, Almaty, Almaty Province, Kazakhstan; Azhiev, Kanat O., Almaty University of Power Engineering and Telecommunications, Almaty, Almaty Province, Kazakhstan","Typically, translation process involves two languages and two lingua-cultural traditions. In Kazakhstan, the situation in the field of literary translation is really specific: it is an indisputable fact that in translation from Kazakh into English and vice versa, Russian language works as a mediator due to the long-standing tradition of Kazakh-Russian/Russian-Kazakh translation; so, an intermediary role of Russian culture for rendering English texts into Kazakh is self-evident. Historically, Russian has become the second language for most of the Kazakh people; as a result, Russian language and culture are perceived as connatural phenomena as well as an important source for getting information. Moreover, Russian language and culture work as a cultural bridge between source (European) and target (Asian) cultures, particularly in course of translating from English into Kazakh. Therefore, the mediating role in indirect translation should be considered as one of Russian language functions; the authors developed a model of interaction between English, Russian, and Kazakh cultures in the process of indirect translation. So, the main peculiar features of indirect translation from English into Kazakh via Russian and corresponding cultural implications are considered the topical object of our research; the appropriate qualitative method represented by pre-translation text analysis, linguacultural interpretation of the texts has been used. © 2025, RUDN J. Lang. Stud. Sem. Semant. All rights reserved.","indirect translation; mediating culture; mediating language; source culture; source language; target culture; target language","","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105025016327"
"Kurmanbek, A.; Shagyrbay, A.; Kudaiberdi, B.; Mussabekov, M.N.; Kossalbayev, B.D.","Kurmanbek, Akaidar (58985483400); Shagyrbay, Almasbek (56705538000); Kudaiberdi, Bagasharov (58406835600); Mussabekov, Maxat N. (55776897600); Kossalbayev, Bekzhan D. (57205673698)","58985483400; 56705538000; 58406835600; 55776897600; 57205673698","Sufi Motives in Ancient Turkic Nomadic Culture","2025","Pharos Journal of Theology","106","SpecialIssue-2","","1","13","3","10.46222/pharosjot.106.2030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003828305&doi=10.46222%2Fpharosjot.106.2030&partnerID=40&md5=7c3ac0b0d07e620ef669ca3280d0325c","Faculty of Philosophy and Political Science, Al Farabi Kazakh National University, Almaty, Kazakhstan; Political Science and Religious, Institute of History and Ethnology named after Sh.Sh. Ualikhanov of the Science Committee of the Ministry of Science and Higher Education of the Republic of Kazakhstan, Almaty, Kazakhstan; Department of Humanities, SDU University, Kaskelen, Almaty, Kazakhstan; M. Narikbayev KAZGUU University, Astana, Kazakhstan; Department of Chemical and Biochemical Engineering, Satbayev University, Almaty, Kazakhstan","Kurmanbek, Akaidar, Faculty of Philosophy and Political Science, Al Farabi Kazakh National University, Almaty, Kazakhstan; Shagyrbay, Almasbek, Political Science and Religious, Institute of History and Ethnology named after Sh.Sh. Ualikhanov of the Science Committee of the Ministry of Science and Higher Education of the Republic of Kazakhstan, Almaty, Kazakhstan; Kudaiberdi, Bagasharov, Department of Humanities, SDU University, Kaskelen, Almaty, Kazakhstan; Mussabekov, Maxat N., M. Narikbayev KAZGUU University, Astana, Kazakhstan; Kossalbayev, Bekzhan D., Department of Chemical and Biochemical Engineering, Satbayev University, Almaty, Kazakhstan","The cultural and anthropological concept of Turkic Sufism is rooted in ideals of spiritual perfection, the absolute, and the archetype of the “perfect human”. This concept, though widely influential, remains insufficiently explored from sociological perspectives. This article expands on Sufi motives in ancient Turkic nomadic culture by incorporating sociological theories of collective rituals, authority, and cultural capital. Drawing on Émile Durkheim’s notion of collective effervescence, we examine how communal Sufi practices fostered social cohesion and a shared sacred experience among nomadic communities. Using Max Weber’s concept of charismatic authority, we analyze the role of Sufi saints and leaders whose personal spiritual charisma legitimized new religious ideas and guided cultural transformation. Through Pierre Bourdieu’s theory of cultural capital, we explore how Sufi knowledge, rituals, and symbols functioned as valued social assets that facilitated identity formation and integration into the broader Islamic civilization. The study addresses the synthesis of pre-Islamic Tengriism with Sufism in the Great Steppe, illustrating how spiritual practices shaped collective identity and ethical norms. This sociological reframing clarifies the profound influence of Sufism on cultural values, social structures, and identities, offering a more rigorous understanding of its role in the historical evolution of Central Asian cultures. © 2025 Open Access/Author/s - Online @ http//: www.pharosjot.com","Collective; Nomadic culture; Sufism; Tengriism; Turkic society","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105003828305"
"Kamalova, A.","Kamalova, Alina (58640069400)","58640069400","It’s your fault: A critical discourse analysis of narratives surrounding gender-based violence in a Russian talk show","2024","Language, Culture and Society","6","2","","190","222","0","10.1075/lcs.24028.kam","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003778052&doi=10.1075%2Flcs.24028.kam&partnerID=40&md5=2773418eda497f0ecf0ddf07e9a5631e","SDU University, Kaskelen, Almaty, Kazakhstan","Kamalova, Alina, SDU University, Kaskelen, Almaty, Kazakhstan","While the problem still remains decriminalised in Russia, this study explores domestic violence victims’ storytelling in four episodes of the popular Russian talk show Pust’ Govoryat, which aired from 2017 to 2020. By drawing upon De Fina’s (2021) narratives-as-practice approach and van Leeuwen’s (2008) CDA theory, I critically examine storytelling as a discourse practice itself and situate constructed identities, norms, and values in wider dominant discourses of country’s social and political life. Corpus-assisted discourse analysis (Baker 2012) helps to analyse the representation of abusers and victims. Qualitative and quantitative analyses suggest that the show, broadcast on the main state-funded federal channel, propagates a family ideology that supports victim-blaming, normalises and depolitisises domestic violence. The research indicates that such an anti-feminist, misogynist, and patriarchal discourse becomes an integral part of the state’s anti-Western and anti-liberal ideology and resonates with the general increase in epistemological violence in today’s Russia. © John Benjamins Publishing Company.","anti-feminism; corpus-assisted analysis; gender-based violence; media; narrative analysis; Russia","","","The author would like to thank the participants of the Winter School of Sociolinguistics (held in Copenhagen, Denmark 2022) for valuable feedback on a first version of this paper.","","","","","","Article","Final","","Scopus","2-s2.0-105003778052"
"Nogaibayeva, A.; Yersultanova, G.; Tas, M.; Ozkan, A.; Yildiztas, A.","Nogaibayeva, Akmarzhan A. (58409639000); Yersultanova, Gaukhar (57192386349); Tas, Mehmet (57397878300); Ozkan, Adem (59257655000); Yildiztas, Ahmet (59257655100)","58409639000; 57192386349; 57397878300; 59257655000; 59257655100","The Ecological Framework of ICT Used in Teaching and Learning: A Case Study in Kazakhstan","2024","Forum for Linguistic Studies","6","6","","863","875","1","10.30564/fls.v6i6.7234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215979124&doi=10.30564%2Ffls.v6i6.7234&partnerID=40&md5=2c0c0269ef7a23aae1fc98adac70c3fd","Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan","Nogaibayeva, Akmarzhan A., Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Yersultanova, Gaukhar, Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Tas, Mehmet, Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Ozkan, Adem, Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Yildiztas, Ahmet, Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan","Improving educational and learning experiences requires the incorporation of technology for communication and information (ICT) into language instruction. However, there is a gap regarding how language instructors in higher education, particularly in Kazakhstan, engage with ICT in their teaching practices. This study explores the reasons for ICT adoption among language instructors in the Kazakhstani higher education system, offering insights into their experiences and attitudes towards technology integration. The mixed–methods approach used in the study combines quantitative data from a questionnaire survey with qualitative insights from in–depth interviews. It constructs an ecological framework of ICT adoption by combining descriptive, exploratory, and explanatory research approaches. The model offers a grounded explanation of the factors influencing ICT usage, derived from both top–down institutional pressures and bottom–up individual attitudes. The results of the study reveal that language lecturers primarily use ICT for routine tasks, such as organizing classes and preparing instructional materials. The study highlights how crucial it is to take instructors’ collective viewpoints into account when deciding on tactics that encourage or discourage the use of information and communication technologies. The study expands to the wealth of knowledge on ICT use by instructors of foreign languages in Kazakhstan’s university system and highlights the significance of considering lecturers’ perspectives collectively when making decisions about ICT use policies. © 2024 by the author(s).","Digital Tools; Ecological Framework; ICT in Education; Kazakhstan Higher Education; Language Instructors; Language Lecturing","","","The authors express their gratitude to the Presidential scholarship Bolashak, Kazakhstan, for their support in this research.","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85215979124"
"Zhunussova, G.; Abnassyrova, R.; Mukash, D.","Zhunussova, Gulnissa D. (57223031530); Abnassyrova, Raikhan (57192645097); Mukash, Dana (59418779300)","57223031530; 57192645097; 59418779300","International Students' Engagement in Learning Languages Other Than English (LOTE) at an EMI University in Kazakhstan","2024","Forum for Linguistic Studies","6","5","","407","418","0","10.30564/fls.v6i5.6990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209710758&doi=10.30564%2Ffls.v6i5.6990&partnerID=40&md5=a47527b3b08c25af258344a587eb52f6","College of Human Sciences and Education, KIMEP University, Almaty, Almaty, Kazakhstan; Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan","Zhunussova, Gulnissa D., College of Human Sciences and Education, KIMEP University, Almaty, Almaty, Kazakhstan; Abnassyrova, Raikhan, Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Mukash, Dana, Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan","In the context of the increasing internationalization of higher education, understanding how to effectively engage international students is crucial. Previous research mainly examined students' motivation from various theoretical perspectives but none of the published studies specifically focused on international students' engagement in learning Kazakh as a language other than English (LOTE). Thus, the aim of the article is to identify and analyze the factors that facilitate the engagement of international students in learning Kazakh as a LOTE at an English as a Medium of Instruction (EMI) university in Kazakhstan through an exploratory qualitative research design using semi-structured interviews with 12 participants. The findings reveal that such psychological constructs as growth mindset, sense of competence, grit, proactiveness, ownership, and external supportive learning environment are important in fostering successful language acquisition. Overall, the findings of this research extend the existing literature on LOTE with an evidence-based understanding of international students' LOTE learning beliefs with individual-psychological perspectives on engagement with LOTEs. Such knowledge is necessary to draw a comprehensive landscape of international students' LOTE learning to support their adaptation to the host university. © 2024 Bilingual Publishing Group. All rights reserved.","International Students; Kazakh Language; Language Learner Engagement; Languages Other Than English; LOTE","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85209710758"
"Bodur, N.; özdemir, C.","Bodur, Necla (60132930300); özdemir, Cemal (57202394350)","60132930300; 57202394350","The Understanding of Responsibility in Ahmet Hamdi Tanpinar","2024","European Journal of Social Science Education and Research","11","2","","173","182","0","10.26417/89hk5e18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018222672&doi=10.26417%2F89hk5e18&partnerID=40&md5=c72e5f45478dea52fddf06283007eee1","Department of Oriental Philology, International Burch University, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Bodur, Necla, Department of Oriental Philology, International Burch University, Kazakhstan; özdemir, Cemal, SDU University, Kaskelen, Almaty, Kazakhstan","Tanpinar, who lives in a Muslim country and sees literature as a means of rebuilding society, has attached great importance to religion and religious values and has also given way to in-depth analyzes of people and life in his works. It is obvious that Tanpinar, who has signed many works to touch almost all the problems of social life, sees literature as an important element to change and transform people and society. This has made religious motifs a touchstone in his works. This article will focus on the concept of responsibility for these religious motives. First, an overall evaluation of religious motives in Tanpinar's works will be made, and then the concept of responsibility according to Tanpinar will be analyzed. After revealing the meanings that Tanpinar attributed to the concept of responsibility, based on his different works, the Islamic side of the issue will also be touched upon. In particular, the responsibility of Tanpinar, which covers all members of the society from a broad perspective, and his connection with the law of work in Islam will be emphasized, and then the article will end with the conclusion part. To express it in the final analysis, according to Tanpinar, each individual in the society has his/her area of responsibility according to his/her degree and position, and fulfilling this constitutes the most important aspect of being a successful society. © 2024 Bodur and Ozdemir.","Religion; Religious motive; Responsibility; Tanpinar","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105018222672"
"Sairambay, Y.; Kamza, A.","Sairambay, Yerkebulan (57209367032); Kamza, Assel (58418467200)","57209367032; 58418467200","The Effects of the Russo-Ukrainian War on the Kazakhstani Online Media Landscape","2024","Slavonica","29","1","","16","31","0","10.1080/13617427.2025.2452794","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215814061&doi=10.1080%2F13617427.2025.2452794&partnerID=40&md5=1b081fa4b6d40ed5b11e752298d6e02a","Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; School of Media and Film, Almaty Management University, Almaty, Kazakhstan","Sairambay, Yerkebulan, Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Kamza, Assel, School of Media and Film, Almaty Management University, Almaty, Kazakhstan","The war in Ukraine has been affecting the Kazakhstani online media landscape since February 2022. Russia’s ongoing full-scale war against Ukraine has brought about growing interest in this question. The research reviewed various online sources such as websites, news-media outlets, social media, and other online platforms. This study is based not only on analysing media coverage of the war; drawing on extensive review of such sources and content analysis, we demonstrate the following impacts: (1) media outlets’ adaptation to the war news; (2) the online presence of Russian propaganda; and (3) citizens’ divergent opinions and discussions about the war. The effects are ongoing in media outlets, citizens’ opinions, Russian propaganda, decolonisation and online discussions. We provide various arguments, data, examples, and illustrations based on different sets of secondary data such as public opinion polls, surveys, news, and expert discussions. References and comparisons to other international sources are also given and discussed. © 2025 Informa UK Limited, trading as Taylor & Francis Group.","content analysis; Kazakhstan; online media; Russo-Ukrainian war","","","https://factcheck.kz/category/ukrainefacts/ . The project was developed by MediaNet, the International Centre for Journalism, with the financial support of the Soros Foundation-Kazakhstan.","","","","","","Article","Final","","Scopus","2-s2.0-85215814061"
